,location,specific_location,features,bed,bath,toilet,description,price,category,property_code,date_posted/updated,service_level,key_features,detail_description
4127,ajah,SangotedoSangotedo Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,Nice 2bedroom at sangotedo,550000,,9CGTR,"Updated 25 Dec 2019, Added 05 Jun 2019",,2 Bedroom,Nice 2bedroom flat at sangotedo
4128,ajah,SangotedoSangotedo Ajah Lagos,1 beds 1 baths Toilets,1,1,0,Nice shared apartments at sangotedo,250000,,7CGTR,"Updated 25 Dec 2019, Added 05 Jun 2019",,1 Bedroom,Very nice shared apartments at sangotedo
4129,ajah,LBSOlokonla Ajah Lagos,4 beds 4 baths 5 Toilets,4,4,5,A 4bedroom terrace duplex available for rent,1400000,,9CKA,"Updated 25 Dec 2019, Added 08 Jul 2019",Newly Built,"Security
POP Ceiling
Water Treatment
Street Lights
Parking Space
All Room Ensuit
Big Compound
Office Supplies
4 Bedrooms
New","4bedroom terrace duplex
Rent 1.4m
Caution 100
Agency 10%
Legal 5%"
4130,ajah,Mobil road marokoAjah Lagos,1 beds 1 baths Toilets,1,1,0,Shared apartments at Mobil maroko,200000,,2CFLS,"Updated 25 Dec 2019, Added 17 May 2019",,1 Bedroom,Shared apartments at Mobil road maroko
4131,ajah,Graceland estateGraceland Estate Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,nice mini flat at graceland estate ajah,500000,,6CPAA,"Updated 25 Dec 2019, Added 03 Sep 2019",,1 Bedroom,nice mini flat at Graceland estate ajah
4132,ajah,Sangotedo Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,Mini flat at hope ville estate sangotedo,350000,,4CJMX,"Updated 25 Dec 2019, Added 30 Jun 2019",,1 Bedroom,Nice mini flat at hope ville estate sangotedo
4133,ajah,Silver land estateSangotedo Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,Nice mini flat at silver land sangotedo,350000,,3CJAS,"Updated 25 Dec 2019, Added 22 Jun 2019",,"Big Compound
1 Bedrooms
Renovated",Nice mini flat at silver land sangotedo
4134,ajah,Thomas estateThomas Estate Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,Nice Brand new 3bedroom flat at Thomas estate,1500000,,4CDVN,"Updated 25 Dec 2019, Added 22 Apr 2019",Furnished Newly Built,"Security
POP Ceiling
Parking Space
Security doors
3 Bedrooms
New
Furnished",This magnificent brand new 3bedroom flat at Thomas estate
4135,ajah,Sangotedo Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,Nice mini flat at sangotedo,600000,,2CKPU,"Updated 25 Dec 2019, Added 16 Jul 2019",,1 Bedroom,Nice mini flat at sangotedo
4136,ajah,Graceland Estate Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,Nice mini flat at grace land,600000,,3CLKF,"Updated 25 Dec 2019, Added 28 Jul 2019",,1 Bedroom,Nice mini flat at graceland
4137,ajah,Graceland Estate Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,Nice mini flat at Graceland estate ajah,600000,,6CKCQ,"Updated 25 Dec 2019, Added 10 Jul 2019",,"Parking Space
Big Compound
1 Bedrooms
Renovated",Nice mini flat at Graceland estate ajah
4138,ajah,Mobil road marokoAjah Lagos,1 beds baths Toilets,1,0,0,Shared apartments at Mobil road maroko,230000,,5CFLS,"Updated 25 Dec 2019, Added 17 May 2019",,1 Bedroom,Shared apartments at Mobil road maroko
4139,ajah,Thomas estateAjah Lagos,1 beds 1 baths 1 Toilets,1,1,1,Very sweet mini flat at Thomas estate,700000,,5CGTR,"Updated 25 Dec 2019, Added 05 Jun 2019",,1 Bedroom,Very sweet mini flat at Thomas estate
4140,ajah,Lekki Gardens Estate Ajah Lagos,1 beds 1 baths Toilets,1,1,0,Nice and sweet bq at lekki garden phase 2,250000,,0CLEG,"Updated 25 Dec 2019, Added 25 Jul 2019",,1 Bedroom,Nice and sweet bq at lekki garden phase 2
4141,ajah,Lekki Gardens Estate Ajah Lagos,1 beds 1 baths Toilets,1,1,0,Nice bq at lekki garden phase 2,250000,,3CLEE,"Updated 25 Dec 2019, Added 25 Jul 2019",,1 Bedroom,Nice bq at lekki garden phase 2
4142,ajah,Sangotedo Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,Nice mini flat at sangotedo,600000,,2CKPU,"Updated 25 Dec 2019, Added 16 Jul 2019",,1 Bedroom,Nice mini flat at sangotedo
4143,ajah,Graceland Estate Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,Nice mini flat at grace land,600000,,3CLKF,"Updated 25 Dec 2019, Added 28 Jul 2019",,1 Bedroom,Nice mini flat at graceland
4144,ajah,Sangotedo Ajah Lagos,3 beds 2 baths 2 Toilets,3,2,2,Nice 3bedroom flat at hope ville estate sangotedo,700000,,8CKCR,"Updated 25 Dec 2019, Added 10 Jul 2019",,3 Bedroom,Nice 3befroom flat at hope ville estate sangotedo
4145,ajah,Miracle zone Sangotedo Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,Very sweet 2bedroom flat at sangotedo,700000,,0CGTS,"Updated 25 Dec 2019, Added 05 Jun 2019",Furnished Newly Built,"POP Ceiling
2 Bedrooms
New
Furnished",Very sweet 2bedroom flat at sangotedo
4146,ajah,... Lekki Phase 1 Lekki Lagos,5 beds 6 baths 7 Toilets,5,6,7,Luxury Smart 5 Bedroom Detached House,,Sponsored,2DRSC,"Updated 20 Apr 2021, Added 06 Aug 2020",Newly Built,"5 Bedrooms
New","FOR SALE: Luxury Smart 5 Bedroom Detached House with Swimming Pool at Lekki Phase 1, Lekki, Lagos.

DESCRIPTION:
This is a newly built contemporary Smart and Superb 5 Bedroom detached home with Boy's Quarters and a decked over swimming pool in the heart of lekki. A home with high class.

FEATURES
- Brand New
- Smart
- All Rooms Ensuite
- Stamped Concrete Floor
- Decked over Swimming Pool
- Box Room
- Inverter with batteries
- Motion detectors
- In-Built speaker
- Modern Architecture
- Smoke Detectors
- Fire Alarm System
- Air Conditioners
- Kitchenette
- CCTV Cameras
- Fully Fitted Kitchen with Exit
- Pantry
- Solid security doors
- Oven
- Microwave
- Gas Cooker
- Washing Machine
- Water Heaters
- Boy's Quarter
- Rooftop lounge
- Walk -in Closet
- Water treatment plant
- 24 hours security

- Title: Governor's Consent

PRICE: N320million ($712k)


Instagram: bluehedgerealtors"
4147,ajah,Jubrin estateAjah Lagos,1 beds 1 baths 1 Toilets,1,1,1,Brand new mini flat at jubrin estate beside blenco,700000,,7CLTX,"Updated 25 Dec 2019, Added 02 Aug 2019",Newly Built,"Security
POP Ceiling
Parking Space
Security doors
Big Compound
1 Bedrooms
New",Brand new mini flat at jubrin estate beside blenco
4148,ajah,Graceland Estate Ajah Lagos,1 beds 1 baths Toilets,1,1,0,Very nice self contain at Graceland estate ajah,450000,,0CKCQ,"Updated 25 Dec 2019, Added 10 Jul 2019",,"Big Compound
1 Bedrooms
Renovated",Very sweet self contain at Graceland estate ajah
4149,ajah, Thomas Estate Ajah Lagos,1 beds 1 baths 0 Toilets,1,1,0,mini flat,700000,,3BYEC,"Updated 25 Dec 2019, Added 28 Dec 2018",Furnished,"24 hours Electricity
1 Bedrooms
Furnished",Very sweet and nice mini flat at Thomas estate
4150,ajah,Peninsula estatePeninsula Estate Ajah Lagos,2 beds 2 baths 2 Toilets,2,2,2,Nice 2bedroom flat at peninsula estate sangotedo,600000,,3CDWX,"Updated 25 Dec 2019, Added 23 Apr 2019",,"Security
POP Ceiling
Parking Space
2 Bedrooms
Cheap
Renovated",Nice 2bedroom flat at peninsula estate sangotedo
4151,ajah,Bella streetSangotedo Ajah Lagos,3 beds 4 baths 4 Toilets,3,4,4,A newly built 3 bedroom flat for rent in an all tiled estate,900000,,6CLCV,"Updated 25 Dec 2019, Added 24 Jul 2019",Newly Built,"POP Ceiling
Water Treatment
Parking Space
24 Hours Security
Security doors
Drainage System
All Room Ensuit
Big Compound
3 Bedrooms
New",A newly built spacious 3bedroom in an all tiled estate in sangotedo few minutes walk from the estate gate
4152,ajah,TheraanexSangotedo Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,A sweet Mini flat,400000,,4CAVA,"Updated 25 Dec 2019, Added 19 Feb 2019",Furnished,"Security
Security doors
Big Compound
1 Bedrooms
Dry
Furnished",A sweet Minni flat for rent
4153,ajah,Thomas estate Thomas Estate Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,Newly room self contains for rent,350000,,5CGEM,"Updated 25 Dec 2019, Added 27 May 2019",Serviced Newly Built,"24 Hours Security
Big Compound
1 Bedrooms
New
Serviced",1 bedroom mini flat Studio Apartment Flat / Apartment for rent Thomas estate Thomas estate Ajah Lagos
4154,ajah,YoguSangotedo Ajah Lagos,1 beds 2 baths 2 Toilets,1,2,2,A Newly built Minni flat for rent in a very secured estate,600000,,0CLZL,"Updated 25 Dec 2019, Added 06 Aug 2019",Newly Built,"POP Ceiling
Security
Water Treatment
Street Lights
Parking Space
24 Hours Security
Security doors
Drainage System
All Room Ensuit
Big Compound
1 Bedrooms
New","A newly built minni flat for rent in a very secured estate
Rent 600
Legal60
Agency60
Caution 50
Service charge50"
4155,ajah,Peace garden estate after emperor estate Sangotedo Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,A sweet Minni Flat for rent in a serene environment all tiled estate,500000,,3CCBN,"Updated 25 Dec 2019, Added 18 Mar 2019",,"Security
Water Treatment
Street Lights
Supermarket Nearby
Security doors
Drainage System
Big Compound
1 Bedroom","Rent:500
Legal:50
Agency:50"
4156,ajah,Alpha bustopSangotedo Ajah Lagos,2 beds 3 baths 3 Toilets,2,3,3,A sweet 2 bedroom apartment,700000,,0BYKR,"Updated 25 Dec 2019, Added 06 Jan 2019",Furnished,"Children Play Ground
All Room Ensuit
Drainage System
Big Compound
2 Bedrooms
Cheap
Furnished",A very sweet 2bedroom for rent at Sangotedo axis
4157,ajah,Henry okonSangotedo Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,Mini flat,500000,,3CELJ,"Updated 25 Dec 2019, Added 03 May 2019",,"24 hours Electricity
Security
Water Treatment
Supermarket Nearby
24 Hours Security
Security doors
Big Compound
1 Bedroom",A sweet Minni flat for rent in an all tiled estate
4158,ajah,Henry okonSangotedo Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,Mini flat,500000,,3CELJ,"Updated 25 Dec 2019, Added 03 May 2019",,"24 hours Electricity
Security
Water Treatment
Supermarket Nearby
24 Hours Security
Security doors
Big Compound
1 Bedroom",A sweet Minni flat for rent in an all tiled estate
4159,ajah,Yogu streetSangotedo Ajah Lagos,1 beds 2 baths 2 Toilets,1,2,2,A Newly built Minni flat for rent in a very secured estate,600000,,6CLZK,"Updated 25 Dec 2019, Added 06 Aug 2019",Newly Built,"Security
POP Ceiling
Water Treatment
Street Lights
Parking Space
24 Hours Security
Security doors
All Room Ensuit
Drainage System
Big Compound
1 Bedrooms
New
D","A newly built Minni flat for rent in a tiled estate
600rent
60agency
60legal.
50caution
50service charge"
4160,ajah,Badore Ajah Lagos Badore Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,"Decent and neat Miniflat 300k, Sunny Villa Estate Badore Ajah Lagos",300000,,1CNLF,"Updated 25 Dec 2019, Added 27 Aug 2019",Furnished Serviced Newly Built,"Security
Fast Internet
Child Care
Free WiFi
Supermarket Nearby
Street Lights
Parking Space
24 Hours Security
Restaurants Nearby
Security doors
Mosques Nearby
Big Compound
Office Supplies
24 hours Electricity
C of O
Gym
Ocean View
Printing Service
Water Treatment
Free Coffee
Survey
Children Play Ground
Church Nearby
CCTV Cameras
Drainage System
1 Bedrooms
New
Cheap
Serviced
Swampy
Furnished
Renovated","Decent and neat Miniflat
300k, Sunny Villa Estate Badore Ajah and the area is attributed with constant light good road and good drinking water and the roads are interlinked you can get to Ikeja oshodi egbeda iyana Ipaja Victoria Island lekki obalende etc through the link roads and much more call me or whatsup me on 070 - show phone for more details thanks from Tony attah real estate agent"
4161,ajah,located inside Seaside Estate off badore roadBadore Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,Newly Refurbished 3bedroom flat,1000000,,7CVJC,"Updated 25 Dec 2019, Added 05 Dec 2019",,"Security
POP Ceiling
Street Lights
Supermarket Nearby
Parking Space
Restaurants Nearby
24 Hours Security
Security doors
All Room Ensuit
Big Compound
3 Bedrooms
Renovated","MY DIRECT*

4 nos of newly renovated inside and outside 3 bedrooms flat at Seaside estate,Badore Ajah.98% completed.
N1.1m upstairs and N1m downstairs.

DIRECT CLIENT ONLY PLEASE."
4162,ajah,AwoyayaAjah Lagos,3 beds 3 baths 3 Toilets,3,3,3,Brand new 3 bedroom spaciously built apartment,800000,,6CEZZ,"Updated 25 Dec 2019, Added 11 May 2019",,3 Bedroom,Brand new 3 bedroom spaciously built apartment with modern touches 2 in compound in a serene and secured environment with good proximity to the express at Awoyaya 800k
4163,ajah,RedianceOlokonla Ajah Lagos,2 beds 3 baths 3 Toilets,2,3,3,A newly built 2bedroom flat for rent,900000,,5CMUA,"Updated 25 Dec 2019, Added 18 Aug 2019",Newly Built,"POP Ceiling
Security
Water Treatment
Supermarket Nearby
Parking Space
24 Hours Security
Security doors
All Room Ensuit
Drainage System
Big Compound
2 Bedrooms
New
D",A very sweet newly built 2 bedroom in a serene environment
4164,ajah,inside Lekki Phase 2 immediately after Emerald Estate by Fire FighterIlaje Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,Clean 3bedroom Flat & mini flat + Self compound,1500000,,2CWBB,"Updated 25 Dec 2019, Added 18 Dec 2019",,"Boys Quater
Security
Street Lights
Parking Space
Security doors
All Room Ensuit
Big Compound
3 Bedrooms
Dry
Renovated","A very clean 3bedroom flat with a Mini Flat attached to the main flat,,all room en suit with a Guest toilet,,All tiles,,Large compound with Decorate Flowers,,A Bar Place for Relaxation,, Security House,,Generator house,,Car Pot,,Interlocked Compound,, Very Nig master bedrooms with wardrobes,, Quiet Neighborhood,, Interlocked Road and is very close to the outside etc...

If you don't want the bq we will let it out for another Person.
So with the mini flat is 1.5m per annum.
Without the mini flat is 1.2m per annum.

The mini flat it self is go for 450k per annum.

For more Enquiry and inspection call or whatsapp me on my whatsapp number or my Mtn number.

Only Direct and serious client please."
4165,ajah,Facto streetSangotedo Ajah Lagos,3 beds 4 baths 4 Toilets,3,4,4,A very sweet 3 spacious bedroom flat in a serene environment,900000,,2CLMQ,"Updated 25 Dec 2019, Added 29 Jul 2019",,"Security
POP Ceiling
Water Treatment
Street Lights
Parking Space
24 Hours Security
Security doors
All Room Ensuit
Drainage System
Big Compound
3 Bedroom",A very sweet and spacious 3 bedroom all ensuite upstairs for just 900k with just 3persons in d compound
4166,ajah,at Harmony Estate offAdo Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,Lovely 2bedroom Duplex,800000,,4CVWH,"Updated 25 Dec 2019, Added 15 Dec 2019",Newly Built,"POP Ceiling
Security
Water Treatment
Street Lights
Supermarket Nearby
Parking Space
Restaurants Nearby
Security doors
All Room Ensuit
Big Compound
2 Bedrooms
New","Newly built standard 2bedroom duplex at harmony estate very close to d inter lock....800k per Anum...pls call or WhatsApp me on the whatsapp number for viewing.

Only Direct client Please."
4167,ajah,Omole Phase 1 Ikeja Lagos,3 beds baths Toilets,3,0,0,3 bedroom duplex sitting on 321 SQM,,Sponsored,1ENHQ,"Updated 20 Apr 2021, Added 11 Apr 2021",,3 Bedroom,"3 bedroom duplex sitting on 321 SQM.

Title Document: C of O.

Asking Price: 110m naira."
4168,ajah,TheraannexSangotedo Ajah Lagos,1 beds 2 baths 2 Toilets,1,2,2,A Minni flat,550000,,3BYHY,"Updated 25 Dec 2019, Added 04 Jan 2019",Furnished Serviced Newly Built,"Security
Water Treatment
Supermarket Nearby
Parking Space
Restaurants Nearby
Security doors
All Room Ensuit
Big Compound
1 Bedrooms
New
Serviced
Furnished",A newly built Mini flat in n estate just 2 minutes walk to the Bustop
4169,ajah,school gate Lakowe Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3,3 bedroom flat,600000,,2CBHC,"Updated 25 Dec 2019, Added 28 Feb 2019",,"Parking Space
3 Bedroom",Letting at School Gate Lakowe 3 bedroom flat with personal prepaid meter and borehole. 600k
4170,ajah,Crown estate Crown Estate Ajah Lagos,5 beds 6 baths 6 Toilets,5,6,6,A newly built 5bedroom duplex with bq in Crown estate in a serene environment all tiled estate,2000000,,7CBCJ,"Updated 25 Dec 2019, Added 24 Feb 2019",Furnished Newly Built,"Drainage System
Security
Water Treatment
Jacuzzi
Street Lights
Children Play Ground
Parking Space
Security doors
All Room Ensuit
CCTV Cameras
C of O
Big Compound
5 Bedrooms
New
Furnished",A tastefully built 5bedroom duplex with bq in Crown estate for rent
4171,ajah,FidisoSangotedo Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,A newly built 2bedroom flat for rent with 3 people in the compound,600000,,5CAGB,"Updated 25 Dec 2019, Added 10 Feb 2019",Furnished Newly Built,"24 hours Electricity
24 Hours Security
Big Compound
2 Bedrooms
New
Furnished",A newly built 2bedroom flat for rent With just three persons in the compound
4172,ajah,Road 2Abraham Adesanya Estate Ajah Lagos,3 beds 4 baths 4 Toilets,3,4,4,A very sweet 3 bedroom spacious flat,2000000,,0CAUZ,"Updated 25 Dec 2019, Added 19 Feb 2019",Furnished Newly Built,"POP Ceiling
Security
Water Treatment
Parking Space
24 Hours Security
Security doors
CCTV Cameras
All Room Ensuit
Big Compound
Drainage System
3 Bedrooms
New
Furnished",A beautiful 3bedroom for rent in an all tiled estate
4173,ajah,Greens Sangotedo Ajah Lagos,2 beds 3 baths 3 Toilets,2,3,3,very sweet 2 bedroom flat,650000,,8CELJ,"Updated 25 Dec 2019, Added 03 May 2019",,"Water Treatment
Parking Space
All Room Ensuit
Drainage System
Big Compound
2 Bedroom",A sweet 2bedroom For rent
4174,ajah,Lekki Garden 3Lekki Gardens Estate Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,Beautiful Brand New 3 bedroom Duplex plus one room bq,1500000,,2CVVN,"Updated 25 Dec 2019, Added 14 Dec 2019",,3 Bedroom,Brand New
4175,ajah,OgunbeSangotedo Ajah Lagos,2 beds 2 baths 2 Toilets,2,2,2,A sweet 2bedroom all ensuite apartment,650000,,9CDPR,"Updated 25 Dec 2019, Added 17 Apr 2019",,"Water Treatment
Parking Space
24 Hours Security
All Room Ensuit
Drainage System
Big Compound
2 Bedroom",A sweet 2bedroom treakable from the bustop
4176,ajah,Majek Sangotedo Ajah Abuja,1 beds 1 baths 1 Toilets,1,1,1,A room self contain for sharing,200000,,6CHQU,"Updated 25 Dec 2019, Added 18 Jun 2019",,"All Room Ensuit
Big Compound
1 Bedrooms
Renovated","The property is a shared flat in a compound, the compound is fenced and secured N200k Agency N30k Agreement N30k Cleaning N20k TOTAL PACKAGE N280K"
4177,ajah,Majek Ajah Lagos,3 beds 4 baths 4 Toilets,3,4,4,Luxury 3 bedroom flat for rent at majek,900000,,1CDSE,"Updated 25 Dec 2019, Added 18 Apr 2019",Newly Built,"3 Bedrooms
New","3 bedroom flat at majek for rent
Rent is 900k
Caution 100k
Agency 10%
Legal 10%
Contact USAKING Services for more information. Many other properties options available"
4178,ajah,United EstateSangotedo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3,A lovely 3 bedroom with parking space for lease at Sangotedo,750000,,9CACA,"Updated 25 Dec 2019, Added 07 Feb 2019",,3 Bedroom,"Luxurious three bedroom flat with ample parking space, nice surroundings, access to good road, fitted kitchen, spacious living room for rent
Rent 750k
Agency /agreement 10 %
Caution fee 100k
Location sangotedo /United estate

For more info contact us and other options are available
We also offer free fumigation if you take any of our property"
4179,ajah,abijoAbijo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3,beautifully built 3 bedroom bungalow,1000000,,6BYQE,"Updated 25 Dec 2019, Added 10 Jan 2019",Newly Built,"POP Ceiling
Parking Space
All Room Ensuit
Big Compound
3 Bedrooms
New",beautifully built 3bedroom bungalow with a very big compound at abijo
4180,ajah,Majek Ajah Lagos,3 beds 4 baths 4 Toilets,3,4,4,6 Unit of 3 bedroom flat for rent at majek,1000000,,4CDRV,"Updated 25 Dec 2019, Added 18 Apr 2019",Newly Built,"3 Bedrooms
New","Six unite of 3bedroom flat at majek for rent
Work in progress
Rent 1m upstairs
900k downstairs
Caution 100k
Legal 10%
Agency 10%
Contact USAKING Services for more information. Many other properties options available"
4181,ajah,Farm busstopSangotedo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3,"Lovely 3 bedroom flat with ample parking space, nice environment for rent",1500000,,2BZUR,"Updated 25 Dec 2019, Added 01 Feb 2019",,3 Bedroom,"Rent 1.5m also for sale#33m
Caution deposit of 50k
Agency 10 %
Ilegal fee 5%
Location sangotedo /farm bustop"
4182,ajah,Sangotedo/blenco Sangotedo Ajah Lagos,2 beds 3 baths 3 Toilets,2,3,3,Luxury 2 bedroom apartment for rent at sangotedo,700000,,4CDSF,"Updated 25 Dec 2019, Added 18 Apr 2019",Newly Built,"2 Bedrooms
New","Two bedroom apartment for rent
Rent 700k
Caution fee 50k
Service charge 50k
Agency /agreement 10 %
Location sangotedo /blenco
Contact USAKING Services for more information. Many other properties options available"
4183,ajah,Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,Mini Flat For Rent in Westwood Estate YB016,350000,,2CQJM,"Updated 25 Dec 2019, Added 20 Sep 2019",,1 Bedroom,Mini Flat For Rent in Westwood Estate YB016
4184,ajah,Pearl estate Olokonla Ajah Lagos,3 beds 4 baths 4 Toilets,3,4,4,"3 bedroom flat for rent at pearl garden estate, olokonla, Ajah.",1000000,,5CEKK,"Updated 25 Dec 2019, Added 02 May 2019",Newly Built,"3 Bedrooms
New","3bedroom flat for rent at pearl garden estates olokonla, Ajah.
Rent 1m
Agency and legal 10%
Caution 50k
Service charge 127k
Contact USAKING Services for more information. Many other properties options available."
4185,ajah,Peninsula estateSangotedo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3,Lovely 3 bedroom flat with ample parking space,1000000,,7CBHC,"Updated 25 Dec 2019, Added 28 Feb 2019",,3 Bedroom,"Beautifully finished 3 bedroom flat with ample parking space, access to good road, fitted kitchen, spacious living room for sale
Rent 1m
Caution fee 100k
Legal 10%
Agency :10%
Location sangotedo /peninsula

For more info contact us and other options are available
We also offer free fumigation if you take any of our property"
4186,ajah,Sangotedo Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,Newly Built 2 Bedroom Flat For Rent,500000,,7CNTY,"Updated 25 Dec 2019, Added 30 Aug 2019",Newly Built,"24 hours Electricity
Security
POP Ceiling
Supermarket Nearby
Parking Space
24 Hours Security
Church Nearby
Drainage System
All Room Ensuit
Big Compound
Mosques Nearby
2 Bedrooms
New
Cheap
D",Newly Built 2 Bedroom Flat For Rent in a conducive environment
4187,ajah,OgomboOgombo Ajah Lagos,2 beds 3 baths 3 Toilets,2,3,3,2 bedroom apartment at ogombo,600000,,7CDRR,"Updated 25 Dec 2019, Added 18 Apr 2019",Newly Built,"2 Bedrooms
New","2 bedroom apartment for rent at ogombo road sangotedo
Rent : Top floor 600k , Down floor 500k
Mini flat for rent same building 350k
Contact USAKING Services for more information. Many other properties options available"
4188,ajah,Lekki Phase 1 Lekki Lagos,5 beds 5 baths 6 Toilets,5,5,6,Brand New Lovely 5 Bedroom Detached Duplex With Swimming Pool;,,Sponsored,7ENKL,"Updated 20 Apr 2021, Added 12 Apr 2021",Newly Built,"5 Bedrooms
New","Brand New Lovely 5 Bedroom Detached Duplex With Swimming Pool;

Location: Lekki Phase 1, Lagos.

Price: N275Million

Features:
Contemporary Design
All Rooms Ensuite
Fully Fitted Kitchen
Great neighborhood
Modern Architecture
2 Living Rooms
Refrigerator
Smoke Detectors
Fire Alarm
2 Room BQ
Laundry Room
High Ceiling
Cinema Room
CCTV cameras
Walk in closet
In-Built Speakers
Walk-in Shower
Bath Tub
Study Room
Balconies
Electrical Room
Solar Inverter
Swimming pool
Tiled Floor
Green Grass Beautification
Carpark space (5-6 cars).

Kindly contact Chidi [redacted] for more enquiries

MORTGAGE PLANS OF UP TO TEN YEARS ARE AVAILABLE WITH OUR LENDING PARTNER
PS. Get a free move @movesmartng and a 20% discount on cleaning when you buy from us."
4189,ajah, Sangotedo Ajah Lagos,2 beds 2 baths 2 Toilets,2,2,2,Two bedroom apartment,850000,,1BYRC,"Updated 25 Dec 2019, Added 11 Jan 2019",Newly Built,"Security
POP Ceiling
Street Lights
Supermarket Nearby
Parking Space
Restaurants Nearby
24 Hours Security
Mosques Nearby
Big Compound
24 hours Electricity
Water Treatment
Children Play Ground
Church Nearby
Drainage System
2 Bedrooms
New
Cheap","Two bedroom apartment with excellent facilities, parking space, access to good road, spacious living room, spacious living room, fiited kitchen, nice environment for rent
Rent 850
Caution fee 100
Agency /agreement 10 %
Location sangotedo

For more info contact us and other options are available for your consideration
Free fumigation also available if you take any of our property"
4190,ajah,Olokonla Olokonla Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,Brand new 2 bedroom flat,800000,,2CMWJ,"Updated 25 Dec 2019, Added 19 Aug 2019",Newly Built,"Supermarket Nearby
Parking Space
Restaurants Nearby
Church Nearby
2 Bedrooms
New","Brand new 2 bedroom flat for rent in Olokonla. (Close to LBS).

Spacious rooms.

For rent: 800,000.

Please contact us on: [redacted]."
4191,ajah,elemoroLakowe Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,brand new mini flat,250000,,0BYXA,"Updated 25 Dec 2019, Added 16 Jan 2019",Newly Built,"Security
Parking Space
Security doors
All Room Ensuit
Big Compound
1 Bedrooms
New
Cheap","brand new beautifully designed 1bedroom flat , with 2toilet an bath, dining etc at elemoro"
4192,ajah,AbijoSangotedo Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,A lovely mini flat with parking space for lease,450000,,6CAEH,"Updated 25 Dec 2019, Added 08 Feb 2019",,1 Bedroom,"Lovely mini flat in a nice environment with access to good road, fitted kitchen, spacious living room for rent
Rent 450k
Agency 50k
Caution fee 50k
Legal. 50%
Location. Fidiso by Amity Estate Abijo

For more info contact us and other options are available
We also offer free fumigation if you take any of our property"
4193,ajah,gbetu behind mayfair gardenAwoyaya Ajah Lagos,5 beds 5 baths 6 Toilets,5,5,6,massive 5bedroom detached house with a room boys quarter,2000000,,8CBPY,"Updated 25 Dec 2019, Added 07 Mar 2019",,5 Bedroom,"luxurious 5bedroom detached house with a room boy's quarter ,with ample parking space"
4194,ajah,unity estateBadore Ajah Lagos,3 beds 2 baths 2 Toilets,3,2,2,newly renovated very big 3bedroom flat,700000,,3CHVQ,"Updated 25 Dec 2019, Added 19 Jun 2019",,3 Bedroom,"renovated 3bedroom flat with 2toilet , 2bath at unity estate, off badore road, ajah, lagos. rent #700,000"
4195,ajah,.Sangotedo Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,MINI FLAT,500000,,7CBDN,"Updated 25 Dec 2019, Added 25 Feb 2019",,1 Bedroom,"Mini flat for rent
by Blenco SuperMarket,
Sangotedo - Lekki

Lagos

Rent: N500, 000

For more info on this deal kindly call;

APRO GLOBAL REAL ESTATE"
4196,ajah,Sangotedo/ sunview Sangotedo Ajah Lagos,1 beds 2 baths 2 Toilets,1,2,2,Nice Mini flat for rent at sangotedo,400000,,1CDGQ,"Updated 25 Dec 2019, Added 11 Apr 2019",Newly Built,"1 Bedrooms
New","Nice Mini flat for rent
Rent 400k
No caution fee
Agency /agreement 10 %
Location sangotedo /sunview estate
Contact USAKING Services for more information. Many other properties options available."
